lk_id,centroid_long,centroid_lat
1001,54.784991428520286,9.438526275899992
1002,54.32478117009788,10.132388272259625
1003,53.87251865449854,10.727587604408447
1004,54.08112824977572,9.984472136322227
1051,54.134182596295155,9.107582706807838
1053,53.58903497506437,10.60189982541768
1054,54.61548925362463,8.896032999411483
1055,54.189274981647266,10.818913526329364
1056,53.7176332712221,9.73860559224202
1057,54.24333641537593,10.363654861078507
1058,54.28961245393549,9.781734276460469
1059,54.62359590097074,9.503361409060027
1060,53.91998066558349,10.14090708702527
1061,53.928929185001195,9.519385954163406
1062,53.72081620252976,10.331659324231184
2000,53.54743642365863,10.016605283280246
3101,52.275245389688656,10.524078823900753
3102,52.12443692066841,10.370723431255907
3103,52.41075771839167,10.78489283241395
3151,52.58026867856415,10.604176483414676
3153,51.87468172666761,10.400426270300812
3154,52.2607443132295,10.888830719420032
3155,51.742594081979654,9.848013059770196
3157,52.30419069643134,10.255283674698681
3158,52.12700311207386,10.583976958820307
3159,51.564004681776304,10.088025269167227
3241,52.4219253528957,9.719760280179438
3251,52.72847629433749,8.70180596000147
3252,52.095111688077395,9.389887584609344
3254,52.090222584242504,9.943475625054221
3255,51.88063792196661,9.551417643646523
3256,52.60922339031589,9.11431401716513
3257,52.29278741024018,9.2065577208694
3351,52.71332799214561,10.103555542632803
3352,53.61665507866903,8.81240966790899
3353,53.315794897346166,9.962808478212448
3354,53.01987091855074,11.122919926200737
3355,53.2325727988713,10.573284646438248
3356,53.251010315155106,8.808094060208834
3357,53.2507508504061,9.3065903586053
3358,52.92833234740761,9.769417192721882
3359,53.57874995919998,9.418246281925644
3360,52.98363445766986,10.547581241665755
3361,52.97321175226724,9.175504504126557
3401,53.04938787114854,8.645647565461207
3402,53.36106506482324,7.180596161207496
3403,53.14457285838834,8.224346729982885
3404,52.27768727215119,8.047023138673826
3405,53.56689068893911,8.087481694410132
3451,53.21849764151424,8.013284201246062
3452,53.49734294443461,7.368773216635352
3453,52.911023248511,7.904700272691952
3454,52.73829440078109,7.402692393805266
3455,53.509291278405506,7.982562049620278
3456,52.47605658372409,7.019858331789762
3457,53.24210232134986,7.475699456669919
3458,52.98807436445548,8.389377500858263
3459,52.38159455220433,8.045098238882677
3460,52.6601931896542,8.223054929379982
3461,53.35583736249336,8.390154672911446
3462,53.57618569119511,7.705594931710403
4011,53.11911624278214,8.78079381372559
4012,53.5381580712145,8.586434241201474
5111,51.23549702055841,6.810112154180426
5112,51.43963150851532,6.734695140618028
5113,51.433843632562976,7.017118098884004
5114,51.34524742262645,6.579680192620435
5116,51.167192725269075,6.411956263160694
5117,51.4137612017313,6.878444796090407
5119,51.51315177493007,6.847110075161103
5120,51.182701517621524,7.224042512054248
5122,51.16245671068409,7.066093293215625
5124,51.25064786153116,7.1688987770086445
5154,51.65236954950248,6.258811596308712
5158,51.25707711996521,6.969038877552267
5162,51.14358626253503,6.6493339493678025
5166,51.282820249860514,6.326141651764491
5170,51.62703130926284,6.618363039919485
5314,50.70581236516027,7.109812435832477
5315,50.945631781634,6.973329047271475
5316,51.05307708022607,7.015448383710776
5334,50.72828045176369,6.216785123939365
5358,50.81795398984518,6.445573696214003
5362,50.90502137998631,6.716423977677026
5366,50.53644656690613,6.644139310773934
5370,51.04936411810076,6.164056908311135
5374,51.01270438399077,7.516635988023574
5378,51.02304110950647,7.194871374477467
5382,50.760623995655436,7.234527874199742
5512,51.57170411102581,6.9201096651584795
5513,51.55393401673364,7.071173476422364
5515,51.95431708392001,7.623650206146247
5554,51.96131967999392,6.899622826525699
5558,51.86685306791162,7.366004764909405
5562,51.67246188672257,7.159238657519464
5566,52.211541183811796,7.5794589793375575
5570,51.870217065578565,7.9583067789379065
5711,52.01093836811854,8.540748873669884
5754,51.931713505686275,8.351386392639572
5758,52.16757824954669,8.643916729612481
5762,51.68494696853976,9.17809686484889
5766,51.98142544179336,8.950840398328303
5770,52.35248116316773,8.739306611953698
5774,51.66417546616316,8.719642014385704
5911,51.469907403458315,7.224971144297525
5913,51.51607333304892,7.474891618525095
5914,51.348040516562406,7.497555818769632
5915,51.665174502929574,7.823585935277354
5916,51.537531185252476,7.208558211977436
5954,51.34681360049243,7.32404351412487
5958,51.30682717820002,8.385072910403322
5962,51.26256356355035,7.7130355583109464
5966,51.08615725741681,7.976553382393999
5970,50.93771250397311,8.195148230708064
5974,51.56442398568415,8.217448270874034
5978,51.57856549656448,7.63643866465079
6411,49.88146897615759,8.664710629112202
6412,50.11795974796169,8.644191898186993
6413,50.091079537422615,8.780963135813515
6414,50.07918214547224,8.260363989621622
6431,49.61769281613972,8.660136655580729
6432,49.85550760383378,8.795508985786919
6433,49.90444677027315,8.470258715176122
6434,50.28160566675191,8.504665277275699
6435,50.243856801625405,9.28624816167751
6436,50.10258339590388,8.434545053207335
6437,49.671600037440385,8.979518316232008
6438,50.02167989912945,8.811387509644746
6439,50.1419844588787,8.081146234607864
6440,50.35476863574198,8.907686800629076
6531,50.57026580555115,8.807509664742966
6532,50.648260599032355,8.365314623030887
6533,50.42743701459707,8.199443166291942
6534,50.83686288885611,8.738042771625635
6535,50.63811825752986,9.27136996075467
6611,51.31146021100495,9.46018686699053
6631,50.563887190929364,9.759138835216993
6632,50.90619473370568,9.752957653845257
6633,51.401291359481206,9.40704555056439
6634,51.02377742260312,9.373661649250025
6635,51.19067687778371,8.888879260104295
6636,51.19075301174051,9.928936657218097
7111,50.34852870564139,7.579535650304651
7131,50.46759020340609,7.044986399943685
7132,50.75075969943506,7.744144542485387
7133,49.824809788222424,7.6866688452189225
7134,49.712542200783965,7.2776416462717615
7135,50.13287090162312,7.1743002563934395
7137,50.33160337315909,7.3321824229228785
7138,50.55770421052501,7.4690233483247725
7140,50.04422496225582,7.500111917819909
7141,50.263301325032494,7.842716187566637
7143,50.55235567982754,7.865684518743768
7211,49.76267249232728,6.654939574713675
7231,49.92464923920421,6.967288147075967
7232,50.0621509203085,6.410157651252791
7233,50.238337825380796,6.748639569713963
7235,49.69657143459257,6.695201734741455
7311,49.53304929987368,8.35687085206381
7312,49.43285404850168,7.760678417627947
7313,49.2244162031106,8.050802726698617
7314,49.48210729639555,8.396851246945003
7315,49.97420419331368,8.241504929398568
7316,49.34187479634795,8.152293844961845
7317,49.19716522148635,7.594466357871995
7318,49.32969817439577,8.434998626228582
7319,49.64943379913062,8.32451399036199
7320,49.24818998094161,7.365396082797919
7331,49.75943872039733,8.157198176833115
7332,49.45301655361774,8.110309281803588
7333,49.63196661029387,7.915031004763671
7334,49.11590051330081,8.246200707953605
7335,49.44622254404709,7.684952760808784
7336,49.549830204547064,7.471312527913736
7337,49.19039783700513,8.048019476381285
7338,49.416667346894826,8.360674807666168
7339,49.922032646949816,8.079571356460987
7340,49.20827246392529,7.658837337394304
8111,48.7745749778072,9.172065296627938
8115,48.67821583926836,8.942758982548552
8116,48.64803479428764,9.369062096634693
8117,48.66314182183428,9.717480165900795
8118,48.94059411250867,9.12436928886326
8119,48.898994976777274,9.50123879946719
8121,49.152731787415526,9.182309138944243
8125,49.17719281688506,9.19078952537426
8126,49.27154214216013,9.614137776526048
8127,49.144474532767696,9.908938448774684
8128,49.56069626310231,9.725083737250035
8135,48.662281283684976,10.18215054519885
8136,48.87753381331006,10.09013980053192
8211,48.748476885332316,8.231893249430858
8212,49.01130383596252,8.412726432195292
8215,49.0819019783841,8.562798489966202
8216,48.76183012792605,8.241223102257974
8221,49.405508781064526,8.694169668928442
8222,49.49941963598032,8.500322697318035
