time,R_eff_country
0,1.3148657048540608
1,1.314838793940557
2,1.3148113511774426
3,1.3147833654535444
4,1.3147548254311914
5,1.3147257195417565
6,1.3146960359805753
7,1.3146657627022607
8,1.314634887415418
9,1.3146033975778706
10,1.3145712803911724
11,1.3145385227955264
12,1.3145051114642563
13,1.3144710327984503
14,1.3144362729211638
15,1.3144008176719515
16,1.3143646526008783
17,1.3143277629626586
18,1.3142901337106494
19,1.3142517494907526
20,1.314212594635099
21,1.314172653155592
22,1.314131908737655
23,1.3140903447334433
24,1.31404794415511
25,1.3140046896680555
26,1.3139605635838787
27,1.3139155478534041
28,1.3138696240591758
29,1.3138227734083257
30,1.3137749767249964
31,1.3137262144427755
32,1.3136764665967493
33,1.3136257128157605
34,1.3135739323143438
35,1.3135211038843515
36,1.3134672058869228
37,1.3134122162436677
38,1.3133561124282218
39,1.3132988714574785
40,1.3132404698825266
41,1.313180883779614
42,1.3131200887409094
43,1.3130580598650488
44,1.3129947717476864
45,1.3129301984715394
46,1.3128643135967086
47,1.3127970901504622
48,1.3127285006171874
49,1.3126585169277007
50,1.3125871104489795
51,1.312514251973263
52,1.3124399117071364
53,1.312364059260477
54,1.3122866636352328
55,1.3122076932138254
56,1.3121271157477115
57,1.3120448983454884
58,1.3119610074607972
59,1.3118754088804507
60,1.3117880677117078
61,1.3116989483700474
62,1.311608014566343
63,1.311515229293881
64,1.3114205548153217
65,1.311323952649465
66,1.3112253835577756
67,1.3111248075306694
68,1.3110221837736258
69,1.3109174706934599
70,1.310810625883692
71,1.3107016061104821
72,1.3105903672978216
73,1.3104768645130371
74,1.3103610519515634
75,1.3102428829218418
76,1.310122309830313
77,1.3099992841655734
78,1.3098737564829281
79,1.3097456763884574
80,1.3096149925230454
81,1.3094816525461626
82,1.3093456031196762
83,1.3092067898911643
84,1.3090651574773768
85,1.3089206494473236
86,1.3087732083054944
87,1.3086227754745303
88,1.3084692912781746
89,1.3083126949237875
90,1.3081529244849686
91,1.307989916883734
92,1.3078236078730014
93,1.307653932018659
94,1.3074808226816454
95,1.3073042119998333
96,1.307124030870138
97,1.3069402089301878
98,1.306752674540157
99,1.3065613547644548
100,1.3063661753533804
101,1.306167060724984
102,1.3059639339464393
103,1.3057567167158255
104,1.3055453293438917
105,1.3053296907355505
106,1.305109718371827
107,1.3048853282914563
108,1.3046564350729777
109,1.304422951816598
110,1.304184790126298
111,1.303941860092151
112,1.3036940702726587
113,1.303441327677307
114,1.303183537749399
115,1.3029206043491122
116,1.3026524297366255
117,1.302378914555754
118,1.3020999578177583
