time,R_eff_country
0,1.9146450333569107
1,1.9000415274285145
2,1.8854365135191167
3,1.870829996477657
4,1.8562219834062885
5,1.8416124835899508
6,1.8270015084173972
7,1.811621561013524
8,1.8112331556382046
9,1.8089947907212554
10,1.8067533034292376
11,1.8045085613117064
12,1.8022604254111938
13,1.8000087498252948
14,1.7960726080526872
15,1.7960045584013957
16,1.7942190055207266
17,1.7924290793235562
18,1.790634590345189
19,1.788835340304612
20,1.7870311216128567
21,1.7832449403139015
22,1.7734058317810288
23,1.7614372636530615
24,1.7494658058860912
25,1.7374914842451743
26,1.7255143289716652
27,1.7135343746797407
28,1.7001270332071128
29,1.6905498391276672
30,1.6790017897482097
31,1.6674507428082739
32,1.6558967374770883
33,1.6443398166692877
34,1.6327800268986568
35,1.6203506064162403
36,1.6068731716310327
37,1.5915753602917806
38,1.576276050129584
39,1.5609753827318504
40,1.54567350048158
41,1.5303705457803256
42,1.5138486177458461
43,1.4908051707452363
44,1.465692295088194
45,1.4405839952601598
46,1.4154806614149136
47,1.390382669447346
48,1.3652903789607929
49,1.3383252537374517
50,1.3417165247106977
51,1.3430592330048206
52,1.3443971501926248
53,1.3457301438328038
54,1.3470580762671793
55,1.3483808043127958
56,1.3469180816000066
57,1.345131225591503
58,1.3405326772499482
59,1.335931585954679
60,1.3313279748217786
61,1.326721867927768
62,1.3221132902553412
63,1.3152872263071607
64,1.3175460316404042
65,1.3172909282970358
66,1.3170308159313455
67,1.3167655984128481
68,1.316495177980217
69,1.3162194552226383
70,1.3159383290614317
71,1.315651696732123
72,1.3153594537666204
73,1.3150614939757512
74,1.314757709432123
75,1.3144479904534832
76,1.3141322255863288
77,1.3138103015898834
78,1.3134821034209252
79,1.3131475142186653
80,1.3128064152904928
81,1.312458686098261
82,1.3121042042450897
83,1.3117428454627986
84,1.311374483600338
85,1.3109989906127018
86,1.3106162365507155
87,1.310226089551872
88,1.309828415831564
89,1.3094230796761581
90,1.3090099434360205
91,1.308588867520311
92,1.3081597103929339
93,1.3077223285690376
94,1.3072765766134706
95,1.3068223071401137
96,1.306359370812722
97,1.30588761634698
98,1.3054068905144702
99,1.3049170381478614
100,1.3044179021477267
101,1.3039093234911552
102,1.3033911412422434
103,1.3028631925641523
104,1.3023253127333771
105,1.3017773351556465
106,1.3012190913843957
107,1.3006504111407349
108,1.3000711223363846
109,1.2994810510983374
110,1.2988800217959469
111,1.2982678570710093
112,1.297644377869781
113,1.2970094034778994
114,1.296362751558143
