time,R_eff_country
0,1.9146450333569107
1,1.914588262658281
2,1.9145284862291967
3,1.9144655452220223
4,1.914399272428603
5,1.9143294918441096
6,1.9142560182082702
7,1.9141786565234908
8,1.9140972015478575
9,1.9140114372628194
10,1.9139211363139572
11,1.9138260594225704
12,1.9137259547683896
13,1.9136205573408018
14,1.9135095882572715
15,1.9133927540478888
16,1.9132697459041654
17,1.9131402388901426
18,1.9130038911145448
19,1.9128603428617323
20,1.912709215680781
21,1.9125501114281827
22,1.912382611265537
23,1.9122062746075532
24,1.912020638019435
25,1.9118252140614054
26,1.9116194900775838
27,1.9114029269278332
28,1.9111749576593982
29,1.910934986116403
30,1.9106823854844415
31,1.910416496768339
32,1.9101366271999067
33,1.9098420485736078
34,1.9095319955073558
35,1.9092056636260701
36,1.908862207665317
37,1.9085007394925102
38,1.9081203260432917
39,1.9077199871706623
40,1.907298693404136
41,1.9068553636176944
42,1.9063888626030077
43,1.9058979985474778
44,1.9053815204138984
45,1.9048381152216718
46,1.9042664052273566
47,1.9036649450039753
48,1.9030322184185067
49,1.9023666355079931
50,1.9016665292538197
51,1.9009301522555988
52,1.9001556733070666
53,1.8993411738747727
54,1.8984846444843695
55,1.8975839810176434
56,1.8966369809260961
57,1.8956413393670775
58,1.8945946452698583
59,1.8934943773416142
60,1.8923379000231175
61,1.891122459406464
62,1.8898451791295927
63,1.888503056263627
64,1.8870929572111221
65,1.885611613637267
66,1.8840556184562598
67,1.8824214219004143
68,1.880705327701341
69,1.8789034894150203
70,1.8770119069289537
71,1.8750264231889362
72,1.8729427211920944
73,1.8707563212919245
74,1.8684625788688722
75,1.8660566824239349
76,1.8635336521548704
77,1.8608883390834132
78,1.8581154248038467
79,1.8552094219280288
80,1.8521646753097054
81,1.848975364131652
82,1.8456355049477022
83,1.8421389557723138
84,1.8384794213178668
85,1.8346504594801338
86,1.8306454891771842
87,1.8264577996479756
88,1.82208056131845
89,1.8175068383425086
90,1.8127296029242486
91,1.8077417515234657
92,1.8025361230447925
93,1.7971055190999732
94,1.7914427264278003
95,1.7855405415424996
96,1.7793917976686866
97,1.7729893940035033
98,1.766326327327948
99,1.759395725965574
100,1.7521908860617448
101,1.7447053101264935
102,1.7369327477523382
103,1.7288672383836252
104,1.7205031559729087
105,1.7118352553231158
106,1.7028587198668523
107,1.6935692105921039
108,1.6839629157778078
109,1.6740366011545957
110,1.6637876600629549
111,1.6532141631361637
112,1.6423149069948642
113,1.6310894614034703
114,1.6195382143058719
115,1.6076624141352323
116,1.5954642087727455
117,1.5829466805249448
118,1.57011387648936
119,1.5569708336935777
120,1.5435235984173672
121,1.5297792391472014
122,1.5157458526623682
123,1.501432562818903
124,1.4868495116709854
125,1.4720078426613068
126,1.4569196757095222
127,1.4415980741351746
128,1.4260570034681679
129,1.410311282317669
130,1.3943765255925218
131,1.3782690804868043
132,1.3620059557613031
133,1.345604744961674
134,1.3290835443159352
135,1.312460866142177
136,1.2957555486728864
137,1.2789866632595746
138,1.2621734199633732
139,1.245335072557048
140,1.2284908239677115
141,1.211659733170938
142,1.1948606245122082
143,1.1781120003777883
